R_SHOULDER_x,R_SHOULDER_y,R_SHOULDER_z,L_SHOULDER_x,L_SHOULDER_y,L_SHOULDER_z,R_ELBOW_x,R_ELBOW_y,R_ELBOW_z,L_ELBOW_x,L_ELBOW_y,L_ELBOW_z,R_WRIST_x,R_WRIST_y,R_WRIST_z,L_WRIST_x,L_WRIST_y,L_WRIST_z,R_HIP_x,R_HIP_y,R_HIP_z,L_HIP_x,L_HIP_y,L_HIP_z,R_KNEE_x,R_KNEE_y,R_KNEE_z,L_KNEE_x,L_KNEE_y,L_KNEE_z,R_ANKLE_x,R_ANKLE_y,R_ANKLE_z,L_ANKLE_x,L_ANKLE_y,L_ANKLE_z,R_HEEL_x,R_HEEL_y,R_HEEL_z,L_HEEL_x,L_HEEL_y,L_HEEL_z,R_TOE_x,R_TOE_y,R_TOE_z,L_TOE_x,L_TOE_y,L_TOE_z
426.602,-1422.648,1369.0810000000001,203.1475,-1421.0394999999999,1358.2930000000001,510.9925,-1360.4515000000001,1066.0430000000001,132.7755,-1360.5875,1042.6605,531.103,-1298.5385,834.981,125.19749999999999,-1293.8755,820.1775,419.2475,-1359.83,929.703,247.85450000000003,-1349.0335,939.331,397.79949999999997,-1349.6835,442.69399999999996,241.4655,-1339.028,438.05449999999996,378.1095,-1401.0655000000002,65.991,249.894,-1401.6995,69.7495,373.351,-1466.95,35.72,250.405,-1472.778,35.85,408.263,-1295.453,31.618000000000002,219.684,-1298.5335,29.5075
426.67449999999997,-1422.579,1369.057,203.21800000000002,-1421.0925,1358.3825000000002,511.05549999999994,-1360.4814999999999,1065.9825,132.8075,-1360.6235000000001,1042.6550000000002,531.192,-1298.6045,834.9159999999999,125.2325,-1293.9645,820.2315000000001,419.262,-1359.8764999999999,929.6904999999999,247.908,-1349.115,939.3375,397.7375,-1350.065,442.89200000000005,241.47250000000003,-1339.098,438.0345,378.068,-1401.0839999999998,65.95150000000001,249.89999999999998,-1401.692,69.7015,373.397,-1466.963,35.677,250.393,-1472.8,35.732,408.422,-1295.699,31.869500000000002,219.656,-1298.613,29.509999999999998
426.757,-1422.5725,1369.013,203.2875,-1420.9655,1358.2365,511.1005,-1360.533,1065.908,132.817,-1360.7145,1042.6805,531.2139999999999,-1298.694,834.8530000000001,125.21700000000001,-1293.9755,820.236,419.32849999999996,-1359.9825,929.6614999999999,247.91750000000002,-1349.112,939.3235,397.9205,-1350.3515,443.03499999999997,241.4855,-1339.1734999999999,438.005,378.039,-1401.151,65.941,249.9155,-1401.7779999999998,69.6605,373.359,-1466.992,35.608,250.42,-1472.862,35.637,408.4365,-1295.7530000000002,31.813499999999998,219.70499999999998,-1298.6509999999998,29.441000000000003
426.82050000000004,-1422.5149999999999,1368.9515000000001,203.33350000000002,-1421.0145,1358.3025,511.16099999999994,-1360.615,1065.8494999999998,132.8645,-1360.829,1042.6399999999999,531.2205,-1298.7894999999999,834.7465,125.228,-1294.0625,820.255,419.3605,-1360.0875,929.6134999999999,247.9235,-1349.2235,939.279,397.9225,-1350.4275,443.001,241.5025,-1339.2145,437.98199999999997,378.0935,-1401.3764999999999,65.8815,249.945,-1401.9035,69.588,373.379,-1467.046,35.583,250.415,-1472.938,35.513,408.43449999999996,-1295.844,31.753500000000003,219.696,-1298.683,29.4
426.89300000000003,-1422.487,1368.9479999999999,203.411,-1421.0285,1358.3155000000002,511.20400000000006,-1360.6715,1065.797,132.8655,-1360.93,1042.6509999999998,531.214,-1298.8775,834.758,125.2195,-1294.1435000000001,820.2349999999999,419.36350000000004,-1360.156,929.5799999999999,247.9455,-1349.3105,939.2865,397.7985,-1350.7714999999998,443.15049999999997,241.483,-1339.2869999999998,437.983,378.098,-1401.4345,65.8975,250.129,-1401.018,68.9285,373.417,-1467.062,35.533,250.395,-1472.954,35.409,408.29499999999996,-1295.683,31.499000000000002,219.714,-1298.7725,29.408
426.91999999999996,-1422.441,1368.8845000000001,203.464,-1420.981,1358.327,511.273,-1360.747,1065.7620000000002,132.9005,-1361.068,1042.674,531.196,-1298.9605000000001,834.7155,125.186,-1294.125,820.2725,419.347,-1360.2379999999998,929.5999999999999,247.92950000000002,-1349.385,939.2565,397.87,-1350.643,443.0245,241.513,-1339.3575,437.948,378.103,-1401.5194999999999,65.8945,249.95100000000002,-1402.0794999999998,69.485,373.397,-1467.12,35.466,250.407,-1473.026,35.374,408.409,-1295.913,31.7115,219.67849999999999,-1298.7849999999999,29.371499999999997
427.0215,-1422.398,1368.9095,203.53300000000002,-1420.8645000000001,1358.3715,511.32500000000005,-1360.78,1065.723,132.9305,-1361.0955,1042.7404999999999,531.251,-1299.0235,834.7025,125.21350000000001,-1294.1505,820.2685,419.40200000000004,-1360.288,929.54,247.949,-1349.414,939.231,397.7735,-1350.82,443.101,241.5085,-1339.4065,437.9285,378.418,-1401.902,66.2915,250.1325,-1401.089,68.85499999999999,373.395,-1467.107,35.487,250.423,-1473.02,35.412,408.3945,-1295.8675,31.677999999999997,219.6725,-1298.7685000000001,29.3345
427.09349999999995,-1422.3485,1368.9445,203.59900000000002,-1420.773,1358.4585,511.3615,-1360.7565,1065.7255,132.9515,-1360.977,1042.856,531.2985,-1299.0835,834.7194999999999,125.2505,-1294.1115,820.2915,419.4075,-1360.326,929.5799999999999,247.9705,-1349.4270000000001,939.2515,397.86749999999995,-1350.5845,443.012,241.5525,-1339.3555000000001,437.946,378.096,-1401.385,66.00399999999999,249.937,-1401.997,69.504,373.408,-1467.171,35.544,250.421,-1473.002,35.434,408.3675,-1295.8165,31.708,219.67649999999998,-1298.7115,29.336
427.1515,-1422.2345,1368.972,203.62150000000003,-1420.6185,1358.592,511.41200000000003,-1360.72,1065.7220000000002,132.9755,-1360.801,1042.895,531.3075,-1299.162,834.7729999999999,125.2465,-1294.1190000000001,820.2565,419.43100000000004,-1360.3600000000001,929.674,247.9525,-1349.455,939.3230000000001,397.8515,-1350.586,443.0355,241.52050000000003,-1339.2745,437.966,378.0885,-1401.337,65.8745,249.9495,-1401.8305,69.539,373.351,-1467.075,35.574,250.43,-1472.943,35.516,408.387,-1295.766,31.769,219.64999999999998,-1298.653,29.415
427.2265,-1422.1245,1369.0945000000002,203.74650000000003,-1420.3890000000001,1358.6695,511.45900000000006,-1360.7185,1065.8319999999999,132.99900000000002,-1360.66,1042.981,531.3175,-1299.2375000000002,834.7255,125.25800000000001,-1294.1195,820.288,419.401,-1360.3745,929.7285,247.9985,-1349.4524999999999,939.402,397.805,-1350.518,443.1355,241.5575,-1339.1495,438.0335,378.06,-1401.123,65.9735,249.93349999999998,-1401.713,69.6505,373.323,-1467.012,35.655,250.4,-1472.794,35.603,408.399,-1295.7040000000002,31.8405,219.70499999999998,-1298.6064999999999,29.4905
427.28499999999997,-1422.0425,1369.1355,203.796,-1420.2655,1358.7559999999999,511.4665,-1360.641,1065.8395,133.055,-1360.435,1042.9385,531.336,-1299.3235,834.6445,125.30799999999999,-1294.1309999999999,820.23,419.406,-1360.4225000000001,929.704,248.0315,-1349.4915,939.355,397.8645,-1350.466,443.1055,241.526,-1339.1325,438.02049999999997,378.061,-1401.15,65.89,249.949,-1401.702,69.6795,373.338,-1466.912,35.673,250.411,-1472.76,35.657,408.288,-1295.4245,31.58,219.698,-1298.5355,29.468
427.3395,-1421.9814999999999,1369.1895,203.8565,-1420.191,1358.852,511.54949999999997,-1360.6675,1065.8455,133.04,-1360.3425,1043.0605,531.3945,-1299.4305,834.659,125.27449999999999,-1294.0210000000002,820.3285000000001,419.44849999999997,-1360.5059999999999,929.7445,248.0405,-1349.4879999999998,939.433,397.855,-1349.9545,442.7475,241.56799999999998,-1339.1185,438.08000000000004,378.0375,-1401.04,65.95750000000001,249.945,-1401.637,69.7435,373.345,-1466.916,35.699,250.444,-1472.765,35.764,408.3025,-1295.4755,31.6145,219.70999999999998,-1298.5505,29.5025
427.4235,-1421.964,1369.154,203.961,-1420.116,1358.862,511.58299999999997,-1360.745,1065.807,133.0735,-1360.5205,1043.1680000000001,531.381,-1299.5905,834.6179999999999,125.376,-1294.1255,820.3679999999999,419.492,-1360.5655000000002,929.6714999999999,248.09449999999998,-1349.6,939.4655,397.991,-1350.241,442.96500000000003,241.5635,-1339.1195,438.07050000000004,378.0535,-1401.0535,65.9755,249.937,-1401.727,69.68599999999999,373.354,-1466.984,35.662,250.41,-1472.77,35.665,408.2975,-1295.462,31.625,219.71300000000002,-1298.604,29.521
