NO_OF_FRAMES,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO_OF_CAMERAS,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO_OF_MARKERS,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FREQUENCY,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO_OF_ANALOG,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANALOG_FREQUENCY,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DESCRIPTION,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIME_STAMP,"2024-09-04, 17:30:22.590",786155.586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA_INCLUDED,3D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARKER_NAMES,R_CLA_FIN,CLA_MID,L_CLA_FIN,R_ELBOW_L,R_ELBOW_M,R_WRIST_L,R_WRIST_M,L_ELBOW_L,L_ELBOW_M,L_WRIST_L,L_WRIST_M,R_ASIS,L_ASIS,R_PSIS,L_PSIS,R_KNEE_L,R_KNEE_M,R_ANKLE_L,R_ANKLE_M,R_TOE1,R_TOE5,R_HEEL,L_KNEE_L,L_KNEE_M,L_ANKLE_L,L_ANKLE_M,L_TOE1,L_TOE5,L_HEEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAJECTORY_TYPES,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Mixed,Mixed,Mixed,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Mixed,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463.337,148.239,1327.478,294.192,212.616,1266.099,106.178,164.775,1326.673,572.782,28.103,1060.156,499.796,-19.242,1048.759,612.285,-34.119,828.135,575.165,28.179,806.577,6.037,254.641,1051.55,79.112,223.707,1004.34,41.739,428.35,869.71,62.473,472.624,926.038,397.757,217.065,853.144,149.01,201.273,854.966,307.597,17.889,869.52,231.123,17.454,882.238,432.537,317.706,445.571,307.95,312.35,426.404,415.768,446.965,84.285,329.149,449.727,113.669,363.648,567.65,112.982,432.424,544.738,78.905,354.887,401.551,34.462,151.731,19.192,441.646,277.326,7.954,422.07,205.923,-170.82,98.104,288.711,-125.678,104.008,232.289,-25.202,39.992,168.497,-77.846,31.205,260.573,-213.207,76.756
465.024,158.024,1326.393,295.927,222.787,1265.44,107.957,174.89,1325.967,574.02,36.709,1059.716,500.768,-10.239,1048.277,613.674,-26.859,827.987,576.665,35.361,805.856,7.629,265.192,1051.254,80.509,234.436,1004.154,44.107,440.548,870.982,64.368,484.093,927.897,398.565,228.588,852.81,149.708,212.508,853.961,308.503,29.358,868.519,232.201,28.77,881.465,431.811,330.808,445.388,307.572,323.455,426.139,414.58,450.716,80.676,327.888,453.871,109.894,361.974,571.952,106.878,430.79,548.365,73.552,353.93,404.24,31.454,151.357,27.554,441.743,277.013,16.94,421.851,205.477,-168.472,101.257,287.603,-123.727,106.612,231.884,-25.071,40.126,168.204,-77.503,31.4,259.423,-211.698,81.452
466.763,167.679,1325.877,297.701,233.069,1264.851,109.843,185.091,1325.402,575.197,45.542,1059.327,501.843,-1.07,1047.758,615.068,-19.012,827.788,578.029,43.168,805.291,9.2,275.528,1051.271,82.286,245.088,1003.921,46.346,452.137,872.137,66.305,495.342,929.439,399.311,240.54,852.613,150.65,224.157,852.855,309.588,40.913,867.777,233.3,40.439,880.721,431.307,343.203,445.211,307.467,334.819,425.783,413.616,454.27,76.671,326.75,456.819,105.581,360.391,574.78,100.385,429.357,550.714,67.785,353.332,405.606,28.435,150.691,36.15,442.117,276.592,26.785,421.307,204.481,-166.215,104.954,286.548,-121.229,109.355,231.476,-24.853,40.079,168.148,-77.101,31.621,258.364,-209.652,86.32
468.411,177.343,1325.31,299.485,243.253,1264.679,111.897,195.158,1325.157,576.384,54.957,1058.888,502.739,8.5,1047.433,616.096,-10.607,827.806,579.136,51.525,804.84,10.915,285.557,1051.163,84.429,255.558,1003.677,48.471,463.169,873.165,68.1,505.987,930.754,400.052,252.746,852.863,150.787,235.316,852.134,310.756,52.762,867.451,234.609,52.382,880.269,430.523,355.187,444.735,307.003,345.503,425.647,412.736,456.416,72.423,325.731,459.011,101.103,359.046,576.811,93.754,428.244,552.319,61.408,353.39,405.581,26.241,149.314,44.959,443.061,276.284,37.068,420.774,203.64,-163.692,109.01,285.296,-118.187,112.238,231.027,-24.535,40.019,168.237,-76.477,31.994,257.494,-207.393,91.744
470.105,187.004,1324.882,301.271,253.502,1264.409,113.948,205.155,1325.052,577.632,64.394,1058.405,503.743,18.359,1047.071,617.286,-1.396,827.498,580.229,60.634,804.396,12.654,295.358,1051.122,86.249,265.576,1003.836,50.747,473.875,873.972,69.752,516.205,931.993,400.381,265.413,852.161,151.204,246.795,851.444,312.414,65.192,867.338,236.205,64.392,880.095,430.208,366.284,443.897,307.229,356.212,425.004,412.34,458.599,68.608,324.892,461.339,96.708,357.996,579.672,86.315,427.536,553.981,53.956,352.801,406.709,26.62,148.891,54.817,443.03,275.734,48.305,420.094,202.967,-160.824,113.234,284.298,-114.698,115.287,230.612,-24.079,39.951,168.459,-75.704,32.417,256.818,-204.502,97.381
471.91,196.862,1324.681,302.996,263.884,1264.599,116.129,214.886,1325.043,578.748,74.437,1057.753,504.696,28.409,1046.57,618.119,8.25,827.116,581.2,70.34,803.798,14.315,304.761,1051.448,87.888,275.137,1004.018,52.754,483.928,874.525,71.435,526.116,932.949,400.852,277.987,852.886,151.881,258.62,850.916,314.144,77.813,867.623,237.792,76.589,880.039,430.01,376.764,442.751,307.646,365.976,424.457,412.865,464.488,69.398,325.406,469.016,97.301,359.086,588.082,78.81,428.013,559.053,46.901,352.829,410.672,30.14,148.598,65.169,442.995,275.476,59.783,419.181,202.432,-157.464,117.795,283.073,-110.432,118.679,230.207,-23.416,39.926,168.678,-74.693,33.018,256.252,-201.312,103.337
473.868,206.758,1324.798,304.805,274.292,1265.164,118.085,224.676,1325.077,580.068,84.056,1057.784,505.579,38.789,1046.259,618.853,18.525,826.602,581.737,80.5,803.467,16.059,314.06,1051.541,89.907,284.697,1004.042,54.665,493.597,875.175,73.099,535.632,933.717,401.198,290.526,853.208,152.174,270.377,850.661,316.424,90.397,868.109,239.617,88.998,880.248,431.58,385.621,442.34,309.106,375.998,423.798,413.667,472.068,67.899,327.11,479.017,97.636,361.551,595.595,74.11,429.139,564.52,42.918,353.612,415.331,32.249,148.39,76.277,442.875,274.876,72.373,418.09,201.877,-153.36,122.629,282.108,-106.2,121.964,229.886,-22.872,39.961,168.959,-73.489,33.955,255.943,-197.186,109.791
475.801,216.81,1325.124,306.411,284.892,1266.048,119.724,234.254,1325.682,581.166,94.595,1057.147,506.59,49.55,1045.77,619.46,29.321,826.07,582.273,91.365,803.112,17.614,323.022,1051.712,91.5,293.647,1004.49,56.44,502.845,875.646,74.625,544.725,934.181,401.42,303.036,854.425,152.81,282.344,850.461,318.035,102.232,868.85,241.219,101.268,880.641,433.292,395.638,443.424,310.726,385.501,424.026,415.212,477.5,66.416,328.332,484.179,95.482,362.627,600.441,70.17,430.018,568.953,40.172,354.988,418.942,33.981,147.918,88,442.825,274.155,85.495,417.02,201.725,-148.724,127.862,281.31,-100.764,125.638,229.894,-21.867,39.638,169.299,-72.004,35.018,255.848,-192.006,117.29
477.619,227.006,1325.493,308.04,295.459,1267.458,121.401,243.795,1326.419,582.352,105.311,1056.848,507.596,60.783,1045.36,619.849,40.778,825.54,582.757,102.865,802.642,19.349,331.856,1051.834,93.407,302.549,1004.673,58.149,511.501,875.848,76.214,553.514,934.487,402.049,315.071,855.838,153.596,294.179,850.771,319.692,114.144,869.73,242.475,113.651,880.953,435.109,405.871,445.402,311.974,394.837,425.132,416.594,481.433,65.506,329.54,489.454,94.028,363.323,604.112,63.926,430.525,570.138,33.747,356.115,420.673,35.631,147.082,100.547,442.874,272.957,99.286,415.994,201.907,-143.057,133.407,280.272,-94.636,129.681,229.766,-20.767,39.557,169.583,-70.705,36.349,256.354,-185.686,124.738
479.528,237.432,1326.174,309.603,306.316,1268.88,122.884,253.395,1327.504,583.398,116.654,1056.479,508.648,72.295,1045.167,620.094,52.823,825.277,583.204,114.952,802.368,20.905,340.064,1052.287,95.119,310.957,1005.238,59.576,519.569,876.099,77.61,561.702,934.571,402.872,326.917,857.793,154.44,305.975,851.327,320.745,126.037,870.864,243.588,125.725,881.308,436.603,416.622,447.41,312.893,404.414,427.333,418.239,482.013,64.241,330.619,491.407,93.732,364.861,605.607,58.221,433.252,570.356,29.802,357.404,421.38,36.599,146.007,113.956,442.936,271.68,113.721,414.865,201.834,-136.882,139.554,279.099,-87.058,133.552,229.409,-19.669,39.484,169.722,-69.379,37.376,256.693,-178.199,133.15
481.355,248.035,1327.114,311.104,317.06,1270.467,124.256,263.212,1328.85,584.383,128.344,1056.677,509.661,84.111,1045.058,620.406,65.509,824.687,583.122,127.621,802.368,22.331,348.18,1052.981,96.685,318.936,1006.052,60.921,527.101,876.303,78.954,569.308,934.659,404.029,338.59,859.851,155.711,317.955,852.012,321.446,137.724,871.974,244.256,137.777,881.765,437.35,428.183,448.569,314.358,414.626,430.035,418.097,484.518,63.726,330.592,492.43,93.683,365.078,607.808,55.125,435.102,571.644,28.116,357.787,422.599,37.199,144.594,128.67,442.782,270.057,129.468,413.843,201.985,-129.265,145.755,277.537,-77.942,137.616,229.091,-18.299,39.392,169.817,-67.756,38.566,257.381,-169.025,141.69
482.873,258.607,1328.065,312.611,327.703,1271.946,125.765,273.032,1330.415,585.181,140.751,1056.641,510.661,96.39,1045.182,620.715,78.933,824.276,583.282,141.104,802.323,23.87,355.799,1053.744,98.467,326.763,1006.981,62.2,534.034,876.346,80.366,576.592,934.417,405.488,350.018,862.021,157.232,329.983,852.952,322.105,149.241,873.106,245.044,149.572,882.335,438.155,438.745,449.292,315.814,424.934,432.699,416.922,486.739,63.802,329.767,495.053,93.717,364.056,609.732,52.765,434.901,572.587,28.117,357.272,423.789,37.648,142.942,144.564,442.428,267.676,146.76,412.03,201.951,-120.525,152.26,275.385,-67.295,141.324,229.069,-16.413,39.124,169.841,-66.014,39.848,258.016,-158.271,150.598
484.246,269.199,1329.219,314.045,338.039,1273.409,127.36,283.13,1332.123,586.194,153.33,1056.656,511.423,108.649,1045.428,620.965,93.006,823.93,583.095,155.153,802.462,25.114,363.09,1054.743,100.362,334.225,1008.059,63.295,540.321,876.293,81.509,583.309,934.079,407.32,361.153,864.061,159.13,341.837,854.038,322.869,160.555,874.232,245.873,161.091,883.063,438.695,448.368,449.026,316.812,435.769,434.504,416.075,487.45,63.719,328.463,496.664,92.565,362.072,610.697,50.923,434.356,573.067,28.217,356.91,424.274,37.982,140.935,161.528,441.984,264.12,165.994,409.335,201.794,-110.198,158.405,273.671,-55.685,144.87,229.078,-14.267,38.871,170.137,-63.888,41.679,258.541,-145.963,159.751
485.661,279.976,1330.454,315.262,348.261,1275.002,128.786,292.753,1333.97,587.223,166.323,1056.525,512.444,121.286,1045.476,621.148,107.78,823.23,583.025,169.917,802.436,26.305,370.166,1055.754,101.556,340.948,1009.477,64.371,546.238,876.129,82.491,589.407,933.773,409.46,371.875,866.228,161.694,353.775,855.107,323.731,171.568,875.125,246.549,172.328,883.852,439.353,456.716,449.171,318.645,447.15,435.517,415.575,488.254,63.925,327.566,496.902,91.871,360.493,611.283,49.249,434.507,573.311,28.196,356.635,424.598,38.131,138.655,179.109,441.41,260.744,186.24,406.615,201.291,-98.536,164.363,271.514,-42.78,148.168,229.232,-11.823,38.517,170.698,-61.037,43.648,259.139,-132.203,168.688
486.898,290.823,1331.668,316.278,358.464,1276.558,130.186,302.459,1336.089,587.974,179.459,1056.494,513.599,134.204,1045.591,621.383,123.16,822.52,582.653,185.215,802.621,27.44,376.949,1056.886,102.702,347.43,1010.991,65.095,551.527,875.963,83.531,595.208,933.097,411.796,382.384,868.172,164.119,365.35,856.216,324.494,182.255,876.283,247.237,183.374,884.703,440.178,463.165,449.126,319.227,458.11,436.276,414.731,489.012,63.743,327.114,497.859,92.044,361.299,611.949,48.357,435.215,573.378,27.872,356.355,424.688,38.32,136.659,197.128,440.791,257.551,206.761,403.093,200.218,-85.878,169.993,269.262,-29.321,150.466,228.636,-9.088,38.453,171.484,-57.775,46.367,259.622,-117.488,177.694
488.043,301.568,1332.877,317.089,368.45,1277.854,131.455,312.143,1338.177,588.87,192.86,1056.685,514.81,147.203,1045.594,621.444,139.121,821.952,582.304,201.132,802.771,28.452,383.382,1058.107,104.019,353.806,1012.431,66.114,556.847,875.276,84.429,600.643,932.131,414.08,392.68,870.073,166.379,376.424,857.517,325.234,192.643,877.428,247.886,193.977,885.292,441.294,468.772,449.177,320.254,465.065,436.871,414.228,489.306,63.615,326.754,498.181,91.615,360.924,612.346,47.571,435.374,573.442,27.796,356.057,424.829,38.324,135.086,215.472,440.063,255.269,226.954,400.101,198.833,-72.356,175.027,266.986,-15.304,152.465,228.078,-5.678,39.275,172.754,-54.255,49.485,259.204,-102.152,186.984
488.999,312.367,1334.263,317.839,378.446,1279.354,132.725,321.781,1340.194,589.923,206.502,1056.685,516.144,160.203,1045.583,621.561,155.732,821.167,581.29,217.538,802.984,29.168,389.439,1059.435,105.119,359.814,1014.052,66.345,560.844,874.871,85.091,605.563,931.184,416.104,402.748,871.784,168.424,386.992,858.828,326.115,202.8,878.661,248.766,204.32,885.914,442.357,473.47,449.089,320.852,470.313,436.623,414.044,489.587,63.873,326.367,498.566,91.703,359.675,612.206,46.879,435.155,573.453,27.9,355.874,424.858,38.287,133.739,234.013,439.154,253.016,247.46,397.664,197.249,-58.541,180.141,265.092,-1.364,155.057,227.978,-0.291,41.377,174.322,-49.69,53.663,258.147,-86,196.687
