NO_OF_FRAMES,595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO_OF_CAMERAS,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO_OF_MARKERS,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FREQUENCY,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO_OF_ANALOG,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANALOG_FREQUENCY,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DESCRIPTION,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIME_STAMP,"2024-09-09, 17:36:06.680",263083.6066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA_INCLUDED,3D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARKER_NAMES,R_CLA_FIN,CLA_MID,L_CLA_FIN,R_ELBOW_L,R_ELBOW_M,R_WRIST_L,R_WRIST_M,L_ELBOW_L,L_ELBOW_M,L_WRIST_L,L_WRIST_M,R_ASIS,L_ASIS,R_PSIS,L_PSIS,R_KNEE_L,R_KNEE_M,R_ANKLE_L,R_ANKLE_M,R_TOE1,R_TOE5,R_HEEL,L_KNEE_L,L_KNEE_M,L_ANKLE_L,L_ANKLE_M,L_TOE1,L_TOE5,L_HEEL,R_BACK,L_BACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAJECTORY_TYPES,Measured,Mixed,Measured,Measured,Measured,Mixed,Mixed,Mixed,Mixed,Measured,Measured,Mixed,Mixed,Mixed,Mixed,Measured,Mixed,Mixed,Measured,Mixed,Mixed,Mixed,Mixed,Mixed,Measured,Mixed,Mixed,Measured,Mixed,Measured,Mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475.758,-2024.824,1409.383,317.783,-1948.897,1396.847,127.873,-1994.847,1400.595,550.524,-2003.922,1093.119,458.336,-2026.813,1074.774,565.444,-1979.436,853.816,503.76,-1937.078,853.236,58.544,-1961.858,1070.577,147.509,-1992.861,1063.973,96.464,-1939.505,836.35,151.53,-1892.984,854.545,458.422,-1917.553,947.853,198.654,-1896.22,932.007,374.819,-2073.47,983.147,265.166,-2072.003,967.831,485.848,-1978.852,484.201,382.033,-1967.174,465.215,479.362,-2057.123,70.343,392.738,-2021.918,90.692,427.637,-1898.613,37.185,512.307,-1942.249,15.115,423.743,-2093.423,28.121,179.126,-1966.097,481.482,283.592,-1959.465,464.382,208.922,-2041.463,66.323,294.904,-2016.614,86.825,265.511,-1890.423,35.239,180.326,-1930.56,21.948,262.877,-2088.103,28.759,364.122,-2110.645,1390.247,240.163,-2094.214,1384.547
475.616,-2024.74,1409.339,317.68,-1948.862,1396.834,127.724,-1994.847,1400.581,550.41,-2003.941,1093.085,458.214,-2026.768,1074.746,565.331,-1979.517,853.767,503.643,-1937.121,853.197,58.368,-1962.037,1070.683,147.362,-1992.858,1063.977,96.329,-1939.576,836.305,151.411,-1893.073,854.491,458.284,-1917.576,947.818,198.504,-1896.154,932.004,374.752,-2073.505,983.153,265.051,-2072.043,967.76,485.792,-1978.854,484.164,381.987,-1967.169,465.239,478.959,-2055.868,69.225,393.007,-2022.252,90.644,427.626,-1898.55,37.094,512.305,-1942.232,15.135,423.749,-2093.402,28.122,179.074,-1966.084,481.469,283.514,-1959.406,464.372,208.902,-2041.508,66.357,294.847,-2016.6,86.805,265.521,-1890.381,35.231,180.307,-1930.551,21.945,262.875,-2088.116,28.778,364.027,-2110.594,1390.284,240.073,-2094.164,1384.551
475.52,-2024.598,1409.23,317.54,-1948.792,1396.799,127.622,-1994.775,1400.571,550.292,-2003.989,1093.068,458.091,-2026.761,1074.631,565.212,-1979.651,853.72,503.489,-1937.35,853.114,58.195,-1962.052,1070.705,147.217,-1992.91,1063.971,96.206,-1939.709,836.26,151.28,-1893.083,854.495,458.115,-1917.57,947.774,198.387,-1896.217,932.014,374.669,-2073.514,983.175,264.928,-2072.01,967.794,485.755,-1978.904,484.174,381.856,-1967.172,465.222,477.922,-2054.884,67.172,393.01,-2022.269,90.661,427.651,-1898.554,37.068,512.262,-1942.212,15.136,423.744,-2093.422,28.12,179.014,-1966.182,481.468,283.449,-1959.458,464.417,208.883,-2041.431,66.306,294.852,-2016.578,86.784,265.516,-1890.432,35.302,180.294,-1930.523,21.951,262.887,-2088.096,28.768,363.939,-2110.506,1390.265,239.953,-2094.119,1384.569
475.428,-2024.54,1409.227,316.901,-1948.431,1396.662,127.536,-1994.763,1400.597,550.194,-2004.024,1093.077,457.938,-2026.845,1074.643,565.075,-1979.743,853.724,503.352,-1937.476,853.096,58.059,-1962.018,1070.686,147.081,-1993.044,1064.004,96.024,-1939.572,836.099,150.901,-1892.91,854.878,457.98,-1917.585,947.749,198.218,-1896.228,931.935,374.529,-2073.517,983.199,264.107,-2072.556,968.061,485.694,-1978.921,484.221,381.794,-1967.165,465.227,478.05,-2057.305,67.125,392.969,-2022.249,90.657,427.651,-1898.55,37.06,512.293,-1942.206,15.136,423.728,-2093.484,28.185,178.963,-1966.172,481.457,283.352,-1959.498,464.405,208.65,-2042.225,66.235,294.828,-2016.617,86.832,265.506,-1890.454,35.278,180.295,-1930.511,21.944,262.868,-2088.144,28.784,363.808,-2110.467,1390.305,239.864,-2094.083,1384.571
475.407,-2024.327,1409.178,316.974,-1948.262,1396.509,127.541,-1994.222,1400.432,550.106,-2003.933,1093.077,457.791,-2026.71,1074.617,564.95,-1979.818,853.668,503.364,-1937.287,853.016,58.117,-1961.457,1070.575,146.929,-1992.972,1063.969,95.962,-1938.884,835.768,151.249,-1891.89,854.968,458.137,-1917.52,947.771,198.239,-1895.997,931.824,374.382,-2073.513,983.196,263.98,-2072.558,968.072,485.607,-1978.967,484.232,381.734,-1967.237,465.25,477.994,-2057.289,67.098,393.248,-2022.003,90.678,427.76,-1898.624,37.196,512.458,-1942.33,15.396,423.697,-2093.425,28.116,178.917,-1966.216,481.57,283.555,-1959.354,464.464,208.803,-2041.978,66.201,294.908,-2016.528,86.855,265.678,-1890.519,35.388,180.26,-1930.589,21.974,262.826,-2088.135,28.774,363.732,-2110.427,1390.296,239.743,-2094.009,1384.608
475.231,-2024.454,1409.162,316.866,-1948.398,1396.458,127.259,-1994.525,1400.442,549.722,-2003.963,1093.038,457.618,-2026.86,1074.713,564.736,-1979.906,853.716,503.225,-1937.461,852.9,57.877,-1961.675,1070.522,146.889,-1993.159,1064.059,95.639,-1939.677,836.092,150.772,-1892.502,854.642,457.882,-1917.688,947.632,198.185,-1896.033,931.734,374.158,-2073.448,983.229,264.465,-2071.952,967.786,485.481,-1978.933,484.051,381.76,-1967.081,465.135,477.847,-2057.124,66.98,393.049,-2022.277,90.633,427.588,-1898.458,36.915,512.222,-1942.142,15.138,423.698,-2093.437,28.108,178.81,-1966.319,481.524,283.279,-1959.664,464.406,208.879,-2041.787,66.078,294.804,-2016.731,86.909,265.431,-1890.362,35.066,180.266,-1930.372,21.988,262.747,-2088.005,28.76,363.535,-2110.232,1390.314,239.539,-2093.935,1384.641
475.103,-2024.401,1409.21,316.82,-1948.383,1396.496,127.106,-1994.585,1400.47,549.592,-2004.073,1093.115,457.434,-2026.862,1074.78,564.623,-1980,853.716,503.138,-1937.611,852.865,57.742,-1961.821,1070.53,146.744,-1993.294,1064.086,95.513,-1939.99,836.07,150.681,-1892.941,854.455,457.774,-1917.7,947.601,198.059,-1896.105,931.717,374.021,-2073.434,983.22,264.3,-2071.927,967.806,485.426,-1978.937,484.095,381.729,-1967.154,465.084,477.799,-2057.107,67.004,392.999,-2022.34,90.622,427.516,-1898.417,36.964,512.191,-1942.142,15.11,423.702,-2093.429,28.079,178.721,-1966.239,481.534,283.222,-1959.701,464.395,208.88,-2042.059,66.161,294.801,-2016.822,86.957,265.484,-1890.386,35.074,180.31,-1930.4,22.033,262.705,-2087.947,28.73,363.395,-2110.183,1390.318,239.47,-2093.845,1384.658
474.907,-2024.31,1409.232,316.66,-1948.379,1396.459,127.027,-1994.607,1400.428,549.459,-2004.107,1093.088,457.258,-2027.03,1074.855,564.457,-1980.102,853.699,502.96,-1937.789,852.827,57.591,-1961.863,1070.473,146.601,-1993.241,1064.056,95.341,-1940.18,836.06,150.548,-1893.132,854.357,457.594,-1917.741,947.541,197.855,-1896.219,931.713,373.847,-2073.457,983.265,264.127,-2071.913,967.802,485.331,-1978.954,484.112,381.643,-1967.259,465.102,477.739,-2057.083,67.011,392.981,-2022.381,90.641,427.611,-1898.455,36.923,512.141,-1942.079,15.113,423.684,-2093.299,28.021,178.631,-1966.285,481.459,283.111,-1959.722,464.406,208.873,-2042.049,66.157,294.799,-2016.859,86.94,265.446,-1890.389,35.221,180.319,-1930.401,22.023,262.68,-2087.968,28.698,363.269,-2110.112,1390.351,239.274,-2093.745,1384.637
474.795,-2024.267,1409.204,316.479,-1948.289,1396.45,126.885,-1994.608,1400.403,549.333,-2004.168,1093.072,457.066,-2027.099,1074.832,564.322,-1980.246,853.693,502.881,-1937.902,852.795,57.443,-1961.872,1070.46,146.497,-1993.401,1064.047,95.178,-1940.353,836.061,150.451,-1893.401,854.244,457.535,-1917.747,947.561,197.8,-1896.14,931.707,373.642,-2073.448,983.262,263.962,-2071.881,967.798,485.277,-1978.964,484.113,381.6,-1967.166,465.089,477.773,-2057.12,67.01,392.977,-2022.389,90.639,427.582,-1898.454,36.914,512.173,-1942.085,15.084,423.702,-2093.433,28.079,178.765,-1965.402,480.935,283.074,-1959.56,464.116,208.903,-2041.989,66.16,294.805,-2016.904,86.927,265.477,-1890.42,35.182,180.316,-1930.389,22.036,262.717,-2087.986,28.705,363.118,-2110.026,1390.322,239.164,-2093.731,1384.651
